,id,lat,long
12770,1062,40.53155969203066,-74.20703298136688
12771,1062,40.53056017795616,-74.21100145983907
12772,1063,40.57091484315987,-74.16970622287579
12773,1063,40.57226907290708,-74.16333089564263
12774,1063,40.573777093758395,-74.15827241713747
12775,223,40.62415503059339,-73.9706183282386
12776,1063,40.57228526405912,-74.1552255789903
12777,1063,40.57306058493599,-74.14831082119827
12778,1063,40.573777093758395,-74.15827241713747
12779,1063,40.58041203184612,-74.15251670220412
12780,1064,40.60462005575277,-74.16227085532933
12781,1064,40.604519651492936,-74.16220670842453
12782,1064,40.60426028007998,-74.16097629220496
12783,1064,40.604079759361944,-74.16001479534059
12784,1064,40.604054263994016,-74.15864725669256
12785,1064,40.60587859950787,-74.15724920351106
12786,791,40.74889674157768,-73.84881146497672
12787,791,40.74831889449771,-73.84860615024485
12788,1058,40.56701357704668,-74.09240808839199
12789,1058,40.59531703789176,-74.06021927931127
12790,223,40.62756846700952,-73.97127496468057
12791,908,40.7570860820962,-73.95308141643822
12792,908,40.75705315059213,-73.95262588514008
12793,1058,40.59440609908865,-74.06017366706122
12794,1058,40.59378214226726,-74.06103885318458
12795,1065,40.59358190629474,-74.06260093604675
12796,1058,40.59074902855708,-74.06465688158225
12797,1058,40.59157381313296,-74.06372385986012
12798,1058,40.59178569898764,-74.06348806910283
12799,1058,40.59314722351145,-74.06210858871825
12800,1058,40.59257411333041,-74.0627091080183
12801,1058,40.590077065053826,-74.06565455248365
12802,1058,40.590208698336966,-74.06550276208293
12803,1058,40.57969680019583,-74.0761187061369
12804,1058,40.57510381637195,-74.08154996289052
12805,1058,40.57363923635692,-74.08372657191902
12806,1058,40.57305087536008,-74.08477562098984
12807,1058,40.58016725814593,-74.0766811077687
12808,1058,40.579794440701136,-74.07603128582706
12809,1058,40.57978465551082,-74.07613069627303
12810,1066,40.647373350148456,-74.08871820179519
12811,1066,40.64784632126749,-74.08757968360572
12812,1066,40.648041614702976,-74.08724813214442
12813,522,40.5639179115279,-73.88674010092808
12814,1067,40.64551318283892,-74.10412831389732
12815,645,40.569898112499665,-74.09099873860714
12816,1058,40.58630497821716,-74.06929336387094
12817,931,40.58640651818726,-74.06897221466404
12818,225,40.65412581727821,-73.97183341870314
12819,223,40.644813218642675,-73.97464224437
12820,221,40.643286096918686,-73.97426696079121
12821,223,40.643286096918686,-73.97426696079121
12822,223,40.640895550496104,-73.97379738896873
12823,223,40.63850773050241,-73.97334513238913
12824,223,40.63611624816155,-73.97289573366068
12825,223,40.633727315495086,-73.97243502085023
12826,223,40.63304191409586,-73.97231129131106
12827,223,40.63219765516517,-73.97214897745388
12828,223,40.63141865278042,-73.97200808062628
12829,223,40.63067594289969,-73.9718561710287
12830,236,40.629909017187344,-73.97172744650135
12831,218,40.62655370828478,-73.97108160285708
12832,223,40.62655370828478,-73.97108160285708
12833,223,40.62238800665426,-73.9702932358799
12834,223,40.62045761335695,-73.96993641290675
12835,223,40.61937990599336,-73.96973228711641
12836,223,40.616985623811125,-73.96926611184028
12837,223,40.61460341067735,-73.96882005095405
12838,223,40.614301691647924,-73.96876233831912
12839,223,40.61193626698088,-73.96829003007196
12840,223,40.60940315512384,-73.96780676325172
12841,223,40.608492485403254,-73.9676456582694
12842,223,40.60724300464198,-73.96741369125894
12843,223,40.60562606136728,-73.96709858396846
12844,223,40.60478272878287,-73.96694113542486
12845,223,40.602453260359695,-73.96650923090367
12846,223,40.60006395690484,-73.96605780917892
12847,223,40.597817523463206,-73.96562729486135
12848,223,40.59569071041454,-73.96523171330726
12849,223,40.59444792983444,-73.9649864761199
12850,223,40.59330847980349,-73.96477294873402
12851,223,40.59184088326438,-73.96512191714504
12852,223,40.59108661047649,-73.96528827839296
12853,223,40.59033750135837,-73.96548281958576
12854,223,40.58962252351093,-73.96565030570947
12855,223,40.58886806622985,-73.96582014496293
12856,223,40.58811303971291,-73.96599674087342
12857,223,40.58741086061159,-73.96615981882852
12858,223,40.58664545874246,-73.9663309586354
12859,223,40.58587565878496,-73.9665126613323
12860,223,40.58559153711406,-73.96658008201288
12861,223,40.58512370480879,-73.96669038098884
12862,223,40.58503863741865,-73.96671100429958
12863,223,40.584569329339764,-73.96684429723052
12864,223,40.58419649548632,-73.96691948631634
12865,223,40.58404904052413,-73.9669333576967
12866,223,40.58397507641701,-73.96694103406922
12867,223,40.583907930862594,-73.96694484347557
12868,223,40.5836088920071,-73.96705095524307
12869,827,40.87711952791879,-73.83855197987424
12870,223,40.5815440114788,-73.96751548608974
12871,223,40.576247055926885,-73.96873052692172
12872,97,40.588106320775395,-73.99259141692464
12873,97,40.58762057655839,-73.99231515614241
12874,961,40.59570266869805,-74.00027872034484
12875,961,40.59656837180577,-74.00364690394815
12876,961,40.59698930710919,-74.0047008367556
12877,961,40.59755140941189,-74.00546011689953
12878,961,40.5989747439713,-74.0077029175572
12879,961,40.59989397869353,-74.00916901454123
12880,961,40.60106229646536,-74.01136597635431
12881,961,40.60136903475742,-74.01195445561514
12882,961,40.602172629500984,-74.01482685941725
12883,266,40.844904979367726,-73.90107505667746
12884,875,40.76489836232707,-73.7457894500294
12885,875,40.76491422709919,-73.74574520755041
12886,961,40.60291176093703,-74.01939343554791
12887,961,40.60326237581872,-74.02002224791632
12888,961,40.60731356014156,-74.03381587872225
12889,961,40.60887832016782,-74.03521871521528
12890,1068,40.529719484336326,-74.22912480092221
12891,961,40.613256238249456,-74.03889411694801
12892,961,40.61565674623389,-74.04037295870127
12893,961,40.617056320974434,-74.04063482468064
12894,961,40.60940692047581,-74.03607664178539
12895,961,40.61089265364458,-74.0365845089983
